,Unnamed: 0,Source,Target,O_AU2010,D_AU2010,O_DEP,D_DEP,O_LIBBIS,D_LIBBIS,O_DEP_NAME,D_DEP_NAME,Weight,O_ACT_OUT,O_ACT_TOTAL,D_ACT_OUT,D_ACT_TOTAL,Dist,Duration,D_ACT_IN
3280,3280,13214,552,412,141,13,13,Port-Saint-Louis-du-Rhône,Arles,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,109,1129,3036,5503.0,18994.0,40313,2131,13491.0
3281,3281,13214,759,412,3,13,13,Port-Saint-Louis-du-Rhône,Marseille - Aix-en-Provence,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,476,1129,3036,268025.0,591048.0,71306,3131,323023.0
3282,3282,13215,759,997,3,13,13,Mallemort,Marseille - Aix-en-Provence,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,336,3121,4455,268025.0,591048.0,58036,2458,323023.0
3283,3283,13215,13501,997,143,13,13,Mallemort,Salon-de-Provence,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,650,3121,4455,12526.0,23287.0,15961,1189,10761.0
3284,3284,13301,552,997,141,13,13,Saint-Martin-de-Crau,Arles,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,641,2439,4365,5503.0,18994.0,17955,988,13491.0
3285,3285,13301,759,997,3,13,13,Saint-Martin-de-Crau,Marseille - Aix-en-Provence,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,691,2439,4365,268025.0,591048.0,61686,2452,323023.0
3286,3286,13301,13501,997,143,13,13,Saint-Martin-de-Crau,Salon-de-Provence,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,142,2439,4365,12526.0,23287.0,25719,1359,10761.0
3287,3287,13302,456,319,200,13,13,Saint-Rémy-de-Provence,Beaucaire,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,129,2629,5373,2308.0,4448.0,16796,1373,2140.0
3288,3288,13302,552,319,141,13,13,Saint-Rémy-de-Provence,Arles,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,303,2629,5373,5503.0,18994.0,25129,1916,13491.0
3289,3289,13303,759,3,3,13,13,Sausset-les-Pins - Carry-le-Rouet,Marseille - Aix-en-Provence,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,1537,4213,5296,268025.0,591048.0,30988,1392,323023.0
3290,3290,13501,759,143,3,13,13,Salon-de-Provence,Marseille - Aix-en-Provence,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,4877,12526,23287,268025.0,591048.0,39795,1934,323023.0
3291,3291,13501,13206,143,997,13,13,Salon-de-Provence,Sénas,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,132,12526,23287,1754.0,2642.0,12504,1030,888.0
3292,3292,13501,13207,143,997,13,13,Salon-de-Provence,Eyguières,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,135,12526,23287,2075.0,2785.0,9312,1023,710.0
3293,3293,13501,13210,143,3,13,13,Salon-de-Provence,Lançon-Provence,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,365,12526,23287,2826.0,3730.0,8071,767,904.0
3294,3294,13501,13213,143,3,13,13,Salon-de-Provence,Lambesc,BOUCHES-DU-RHONE,BOUCHES-DU-RHONE,212,12526,23287,2684.0,3936.0,16961,1301,1252.0
3296,3296,84104,759,998,3,84,13,Villelaure,Marseille - Aix-en-Provence,VAUCLUSE,BOUCHES-DU-RHONE,284,1184,1492,268025.0,591048.0,35550,1755,323023.0
3297,3297,84108,759,0,3,84,13,La Tour-d'Aigues,Marseille - Aix-en-Provence,VAUCLUSE,BOUCHES-DU-RHONE,234,1024,1712,268025.0,591048.0,37397,1883,323023.0
3298,3298,84202,759,424,3,84,13,Cadenet,Marseille - Aix-en-Provence,VAUCLUSE,BOUCHES-DU-RHONE,350,2041,3138,268025.0,591048.0,41681,2077,323023.0
3299,3299,84303,759,997,3,84,13,Pertuis,Marseille - Aix-en-Provence,VAUCLUSE,BOUCHES-DU-RHONE,1753,4186,7612,268025.0,591048.0,32184,1567,323023.0
3300,3300,84303,13203,997,3,84,13,Pertuis,Puy-Sainte-Réparade,VAUCLUSE,BOUCHES-DU-RHONE,136,4186,7612,1433.0,2212.0,10788,832,779.0
3301,3301,83103,757,13,13,83,13,Néoules,Toulon,VAR,BOUCHES-DU-RHONE,176,796,1016,7154.0,14063.0,59963,3685,6909.0
3302,3302,83110,757,13,13,83,13,Rocbaron,Toulon,VAR,BOUCHES-DU-RHONE,268,1198,1441,7154.0,14063.0,101853,3968,6909.0
3303,3303,83111,757,13,13,83,13,Puget-Ville,Toulon,VAR,BOUCHES-DU-RHONE,631,1144,1493,7154.0,14063.0,90901,3741,6909.0
3304,3304,83113,757,997,13,83,13,Gonfaron,Toulon,VAR,BOUCHES-DU-RHONE,180,1061,1524,7154.0,14063.0,104523,4427,6909.0
3305,3305,83115,757,13,13,83,13,Forcalqueiret,Toulon,VAR,BOUCHES-DU-RHONE,152,1332,1637,7154.0,14063.0,96927,3665,6909.0
3306,3306,83116,759,3,3,83,13,Nans-les-Pins,Marseille - Aix-en-Provence,VAR,BOUCHES-DU-RHONE,113,1040,1476,268025.0,591048.0,61170,2556,323023.0
3307,3307,83117,759,3,3,83,13,Rians,Marseille - Aix-en-Provence,VAR,BOUCHES-DU-RHONE,288,1120,1644,268025.0,591048.0,46873,2762,323023.0
3308,3308,83118,759,3,3,83,13,Pourrières,Marseille - Aix-en-Provence,VAR,BOUCHES-DU-RHONE,538,1442,1888,268025.0,591048.0,35814,1745,323023.0
3309,3309,83201,757,13,13,83,13,Pierrefeu-du-Var,Toulon,VAR,BOUCHES-DU-RHONE,869,1564,2419,7154.0,14063.0,91361,3907,6909.0
3310,3310,83203,757,13,13,83,13,Garéoult,Toulon,VAR,BOUCHES-DU-RHONE,377,1391,1908,7154.0,14063.0,62972,3824,6909.0
3311,3311,83206,757,13,13,83,13,Carnoules,Toulon,VAR,BOUCHES-DU-RHONE,590,2605,3762,7154.0,14063.0,97571,3987,6909.0
3312,3312,83302,757,13,13,83,13,La Londe-les-Maures,Toulon,VAR,BOUCHES-DU-RHONE,1002,1768,3340,7154.0,14063.0,89195,4007,6909.0
3313,3313,83308,757,314,13,83,13,Bormes-les-Mimosas - Le Lavandou,Toulon,VAR,BOUCHES-DU-RHONE,147,1914,4649,7154.0,14063.0,102108,4795,6909.0
3314,3314,83309,759,3,3,83,13,Saint-Maximin-la-Sainte-Baume,Marseille - Aix-en-Provence,VAR,BOUCHES-DU-RHONE,915,3519,5792,268025.0,591048.0,50440,1942,323023.0
3315,3315,83401,757,244,13,83,13,Brignoles,Toulon,VAR,BOUCHES-DU-RHONE,101,3457,8070,7154.0,14063.0,85303,3197,6909.0
3316,3316,83501,757,110,13,83,13,Draguignan,Toulon,VAR,BOUCHES-DU-RHONE,104,14209,28494,7154.0,14063.0,139621,5165,6909.0
3318,3318,456,30601,200,40,30,30,Beaucaire,Nîmes,GARD,GARD,347,2701,5601,19476.0,61633.0,24854,2083,42157.0
3319,3319,463,30601,153,40,30,30,Lunel,Nîmes,GARD,GARD,907,2709,3591,19476.0,61633.0,32263,2125,42157.0
3320,3320,552,30601,141,40,30,30,Arles,Nîmes,GARD,GARD,305,1084,1340,19476.0,61633.0,32168,1989,42157.0
3321,3321,754,30401,16,240,30,30,Avignon,Bagnols-sur-Cèze,GARD,GARD,567,6341,8488,3880.0,7865.0,34555,2262,3985.0
3322,3322,754,30601,16,40,30,30,Avignon,Nîmes,GARD,GARD,141,6341,8488,19476.0,61633.0,45093,2720,42157.0
3323,3323,30101,30601,40,40,30,30,Bezouce,Nîmes,GARD,GARD,306,557,767,19476.0,61633.0,13107,1286,42157.0
3324,3324,30103,30601,40,40,30,30,Aubord,Nîmes,GARD,GARD,486,839,1086,19476.0,61633.0,12864,1290,42157.0
3325,3325,30104,30302,997,997,30,30,Le Cailar,Vauvert,GARD,GARD,101,829,1075,2326.0,3760.0,5757,626,1434.0
3326,3326,30104,30601,997,40,30,30,Le Cailar,Nîmes,GARD,GARD,145,829,1075,19476.0,61633.0,25589,2077,42157.0
3327,3327,30105,30401,997,240,30,30,Connaux,Bagnols-sur-Cèze,GARD,GARD,323,912,1087,3880.0,7865.0,8930,715,3985.0
3328,3328,30108,30601,40,40,30,30,Saint-Gervasy,Nîmes,GARD,GARD,548,1009,1323,19476.0,61633.0,11381,1182,42157.0
3329,3329,30109,30601,997,40,30,30,Jonquières-Saint-Vincent,Nîmes,GARD,GARD,214,900,1271,19476.0,61633.0,17174,1502,42157.0
3330,3330,30110,30601,40,40,30,30,Saint-Geniès-de-Malgoirès,Nîmes,GARD,GARD,468,1032,1386,19476.0,61633.0,22693,1777,42157.0
3331,3331,30111,30301,998,356,30,30,Saint-Quentin-la-Poterie,Uzès,GARD,GARD,418,945,1374,1920.0,3939.0,5828,680,2019.0
3332,3332,30112,30210,998,435,30,30,Saint-Laurent-d'Aigouze,Aigues-Mortes,GARD,GARD,110,1012,1432,1936.0,3408.0,9788,723,1472.0
3333,3333,30112,30601,998,40,30,30,Saint-Laurent-d'Aigouze,Nîmes,GARD,GARD,114,1012,1432,19476.0,61633.0,35794,2200,42157.0
3334,3334,30113,30302,40,997,30,30,Beauvoisin,Vauvert,GARD,GARD,122,1275,1683,2326.0,3760.0,8334,794,1434.0
3335,3335,30113,30601,40,40,30,30,Beauvoisin,Nîmes,GARD,GARD,556,1275,1683,19476.0,61633.0,18244,1724,42157.0
3336,3336,30114,30601,40,40,30,30,Clarensac,Nîmes,GARD,GARD,830,1290,1608,19476.0,61633.0,14882,1857,42157.0
3337,3337,30115,30601,40,40,30,30,Générac,Nîmes,GARD,GARD,728,1240,1736,19476.0,61633.0,16335,1573,42157.0
3338,3338,30118,30601,40,40,30,30,Poulx,Nîmes,GARD,GARD,975,1546,1878,19476.0,61633.0,11715,1303,42157.0
3339,3339,30119,30601,997,40,30,30,Aimargues,Nîmes,GARD,GARD,172,1116,1687,19476.0,61633.0,30234,1935,42157.0
3340,3340,30120,30601,40,40,30,30,Garons,Nîmes,GARD,GARD,812,1369,1779,19476.0,61633.0,11222,1062,42157.0
3341,3341,30121,30601,40,40,30,30,Calvisson,Nîmes,GARD,GARD,690,1629,2186,19476.0,61633.0,20096,1950,42157.0
3342,3342,30122,30601,40,40,30,30,Langlade,Nîmes,GARD,GARD,914,1646,1986,19476.0,61633.0,14477,1697,42157.0
3343,3343,30123,30601,997,40,30,30,Remoulins,Nîmes,GARD,GARD,249,1368,1967,19476.0,61633.0,27766,1740,42157.0
3344,3344,30202,30401,570,240,30,30,Laudun-l'Ardoise,Bagnols-sur-Cèze,GARD,GARD,361,1291,2625,3880.0,7865.0,11520,857,3985.0
3345,3345,30203,30601,40,40,30,30,Bouillargues,Nîmes,GARD,GARD,1184,1976,2576,19476.0,61633.0,7999,932,42157.0
3346,3346,30205,30601,997,40,30,30,Bellegarde,Nîmes,GARD,GARD,452,1737,2586,19476.0,61633.0,16681,1338,42157.0
3347,3347,30206,30601,997,40,30,30,Montfrin,Nîmes,GARD,GARD,304,2141,2754,19476.0,61633.0,23638,1951,42157.0
3349,3349,30210,30601,435,40,30,30,Aigues-Mortes,Nîmes,GARD,GARD,116,1936,3408,19476.0,61633.0,44270,2639,42157.0
3351,3351,30211,30601,997,40,30,30,Vergèze,Nîmes,GARD,GARD,563,2434,3348,19476.0,61633.0,19724,1845,42157.0
3352,3352,30212,30601,40,40,30,30,Manduel,Nîmes,GARD,GARD,1550,2878,3696,19476.0,61633.0,10597,1075,42157.0
3354,3354,30213,30501,997,78,30,30,La Grand-Combe,Alès,GARD,GARD,587,1521,2270,18193.0,31400.0,13776,1007,13207.0
3356,3356,30301,30601,356,40,30,30,Uzès,Nîmes,GARD,GARD,205,1920,3939,19476.0,61633.0,25155,2147,42157.0
3357,3357,30302,30119,997,997,30,30,Vauvert,Aimargues,GARD,GARD,137,2326,3760,1116.0,1687.0,6628,673,571.0
3358,3358,30302,30211,997,997,30,30,Vauvert,Vergèze,GARD,GARD,260,2326,3760,2434.0,3348.0,8741,714,914.0
3359,3359,30302,30601,997,40,30,30,Vauvert,Nîmes,GARD,GARD,742,2326,3760,19476.0,61633.0,21981,1876,42157.0
3360,3360,30303,30120,997,40,30,30,Saint-Gilles,Garons,GARD,GARD,138,2502,4656,1369.0,1779.0,13649,884,410.0
3361,3361,30303,30601,997,40,30,30,Saint-Gilles,Nîmes,GARD,GARD,1027,2502,4656,19476.0,61633.0,21961,1709,42157.0
3363,3363,30304,30401,299,240,30,30,Pont-Saint-Esprit,Bagnols-sur-Cèze,GARD,GARD,563,3839,5754,3880.0,7865.0,12327,1205,3985.0
3364,3364,30401,30202,240,570,30,30,Bagnols-sur-Cèze,Laudun-l'Ardoise,GARD,GARD,399,3880,7865,1291.0,2625.0,11320,790,1334.0
3365,3365,30401,30304,240,299,30,30,Bagnols-sur-Cèze,Pont-Saint-Esprit,GARD,GARD,161,3880,7865,3839.0,5754.0,12148,1153,1915.0
3367,3367,30501,30213,78,997,30,30,Alès,La Grand-Combe,GARD,GARD,193,18193,31400,1521.0,2270.0,13463,937,749.0
3369,3369,30501,30601,78,40,30,30,Alès,Nîmes,GARD,GARD,767,18193,31400,19476.0,61633.0,44507,2553,42157.0
3370,3370,30601,30120,40,40,30,30,Nîmes,Garons,GARD,GARD,345,19476,61633,1369.0,1779.0,11417,1158,410.0
3371,3371,30601,30203,40,40,30,30,Nîmes,Bouillargues,GARD,GARD,236,19476,61633,1976.0,2576.0,9032,1117,600.0
3372,3372,30601,30211,40,997,30,30,Nîmes,Vergèze,GARD,GARD,119,19476,61633,2434.0,3348.0,19800,1820,914.0
3373,3373,30601,30212,40,40,30,30,Nîmes,Manduel,GARD,GARD,113,19476,61633,2878.0,3696.0,10404,1052,818.0
3374,3374,30601,30301,40,356,30,30,Nîmes,Uzès,GARD,GARD,293,19476,61633,1920.0,3939.0,24404,1975,2019.0
3375,3375,30601,30302,40,997,30,30,Nîmes,Vauvert,GARD,GARD,187,19476,61633,2326.0,3760.0,23139,1978,1434.0
3376,3376,30601,30303,40,997,30,30,Nîmes,Saint-Gilles,GARD,GARD,198,19476,61633,2502.0,4656.0,22508,1781,2154.0
3377,3377,30601,30501,40,78,30,30,Nîmes,Alès,GARD,GARD,337,19476,61633,18193.0,31400.0,42937,2337,13207.0
3382,3382,757,83107,13,997,13,83,Toulon,Signes,BOUCHES-DU-RHONE,VAR,420,7154,14063,765.0,1254.0,44568,2676,489.0
3383,3383,757,83201,13,13,13,83,Toulon,Pierrefeu-du-Var,BOUCHES-DU-RHONE,VAR,266,7154,14063,1564.0,2419.0,90587,3704,855.0
3384,3384,757,83302,13,13,13,83,Toulon,La Londe-les-Maures,BOUCHES-DU-RHONE,VAR,366,7154,14063,1768.0,3340.0,89175,3920,1572.0
3385,3385,757,83308,13,314,13,83,Toulon,Bormes-les-Mimosas - Le Lavandou,BOUCHES-DU-RHONE,VAR,317,7154,14063,1914.0,4649.0,101787,4653,2735.0
3386,3386,83102,83502,997,94,83,83,Bagnols-en-Forêt,Fréjus,VAR,VAR,132,616,881,13539.0,31844.0,17317,1443,18305.0
3387,3387,83104,83501,110,110,83,83,Figanières,Draguignan,VAR,VAR,388,711,973,14209.0,28494.0,8617,891,14285.0
3388,3388,83105,83502,7,94,83,83,Adrets-de-l'Estérel,Fréjus,VAR,VAR,100,880,1220,13539.0,31844.0,25407,2686,18305.0
3389,3389,83106,83305,998,361,83,83,Plan-de-la-Tour,Cogolin,VAR,VAR,100,744,1222,2532.0,4777.0,14881,1307,2245.0
3390,3390,83106,83310,998,272,83,83,Plan-de-la-Tour,Sainte-Maxime,VAR,VAR,350,744,1222,2315.0,6560.0,9370,886,4245.0
3391,3391,83108,83401,997,244,83,83,Flassans-sur-Issole,Brignoles,VAR,VAR,183,803,1137,3457.0,8070.0,14437,1003,4613.0
3392,3392,83110,83401,13,244,83,83,Rocbaron,Brignoles,VAR,VAR,109,1198,1441,3457.0,8070.0,16571,1078,4613.0
3393,3393,83113,83307,997,323,83,83,Gonfaron,Luc,VAR,VAR,143,1061,1524,2599.0,4728.0,9434,746,2129.0
3394,3394,83115,83401,13,244,83,83,Forcalqueiret,Brignoles,VAR,VAR,235,1332,1637,3457.0,8070.0,11644,776,4613.0
3395,3395,83119,83309,3,3,83,83,Tourves,Saint-Maximin-la-Sainte-Baume,VAR,VAR,302,1453,1902,3519.0,5792.0,7703,635,2273.0
3396,3396,83119,83401,3,244,83,83,Tourves,Brignoles,VAR,VAR,291,1453,1902,3457.0,8070.0,11955,844,4613.0
3397,3397,83202,83501,585,110,83,83,Salernes,Draguignan,VAR,VAR,177,847,2005,14209.0,28494.0,22441,1699,14285.0
3398,3398,83203,83401,13,244,83,83,Garéoult,Brignoles,VAR,VAR,240,1391,1908,3457.0,8070.0,15170,1077,4613.0
3399,3399,83204,83401,0,244,83,83,Carcès,Brignoles,VAR,VAR,139,1075,2171,3457.0,8070.0,17757,1429,4613.0
3401,3401,83205,83301,7,997,83,83,Montauroux,Fayence,VAR,VAR,102,2358,3551,2234.0,3936.0,7780,968,1702.0
3402,3402,83206,83401,13,244,83,83,Carnoules,Brignoles,VAR,VAR,141,2605,3762,3457.0,8070.0,22480,1466,4613.0
3404,3404,83207,83304,379,368,83,83,Cavalaire-sur-Mer,Saint-Tropez,VAR,VAR,408,1542,3639,1384.0,3777.0,17427,1766,2393.0
3405,3405,83207,83305,379,361,83,83,Cavalaire-sur-Mer,Cogolin,VAR,VAR,132,1542,3639,2532.0,4777.0,13576,1381,2245.0
3406,3406,83301,83205,997,7,83,83,Fayence,Montauroux,VAR,VAR,150,2234,3936,2358.0,3551.0,7860,911,1193.0
3408,3408,83303,83501,997,110,83,83,Lorgues,Draguignan,VAR,VAR,646,2073,3698,14209.0,28494.0,13974,1331,14285.0
3410,3410,83305,83207,361,379,83,83,Cogolin,Cavalaire-sur-Mer,VAR,VAR,137,2532,4777,1542.0,3639.0,14448,1513,2097.0
3411,3411,83305,83304,361,368,83,83,Cogolin,Saint-Tropez,VAR,VAR,1438,2532,4777,1384.0,3777.0,11382,1242,2393.0
3412,3412,83305,83310,361,272,83,83,Cogolin,Sainte-Maxime,VAR,VAR,598,2532,4777,2315.0,6560.0,13094,1519,4245.0
3413,3413,83306,83310,997,272,83,83,Roquebrune-sur-Argens,Sainte-Maxime,VAR,VAR,211,3150,5108,2315.0,6560.0,21223,1722,4245.0
3414,3414,83306,83501,997,110,83,83,Roquebrune-sur-Argens,Draguignan,VAR,VAR,267,3150,5108,14209.0,28494.0,22070,1837,14285.0
3415,3415,83306,83502,997,94,83,83,Roquebrune-sur-Argens,Fréjus,VAR,VAR,1935,3150,5108,13539.0,31844.0,12721,1153,18305.0
3417,3417,83307,83401,323,244,83,83,Luc,Brignoles,VAR,VAR,132,2599,4728,3457.0,8070.0,23394,1414,4613.0
3418,3418,83307,83501,323,110,83,83,Luc,Draguignan,VAR,VAR,116,2599,4728,14209.0,28494.0,37152,2149,14285.0
3420,3420,83309,83401,3,244,83,83,Saint-Maximin-la-Sainte-Baume,Brignoles,VAR,VAR,361,3519,5792,3457.0,8070.0,20306,1079,4613.0
3421,3421,83310,83304,272,368,83,83,Sainte-Maxime,Saint-Tropez,VAR,VAR,789,2315,6560,1384.0,3777.0,15372,1931,2393.0
3422,3422,83310,83305,272,361,83,83,Sainte-Maxime,Cogolin,VAR,VAR,425,2315,6560,2532.0,4777.0,13403,1449,2245.0
3424,3424,83310,83502,272,94,83,83,Sainte-Maxime,Fréjus,VAR,VAR,105,2315,6560,13539.0,31844.0,22740,2018,18305.0
3425,3425,83401,83307,244,323,83,83,Brignoles,Luc,VAR,VAR,121,3457,8070,2599.0,4728.0,23926,1359,2129.0
3426,3426,83401,83309,244,3,83,83,Brignoles,Saint-Maximin-la-Sainte-Baume,VAR,VAR,180,3457,8070,3519.0,5792.0,21295,1128,2273.0
3428,3428,83501,83303,110,997,83,83,Draguignan,Lorgues,VAR,VAR,205,14209,28494,2073.0,3698.0,13443,1234,1625.0
3429,3429,83501,83306,110,997,83,83,Draguignan,Roquebrune-sur-Argens,VAR,VAR,246,14209,28494,3150.0,5108.0,22812,1818,1958.0
3430,3430,83501,83307,110,323,83,83,Draguignan,Luc,VAR,VAR,436,14209,28494,2599.0,4728.0,36726,2119,2129.0
3431,3431,83501,83310,110,272,83,83,Draguignan,Sainte-Maxime,VAR,VAR,119,14209,28494,2315.0,6560.0,33955,2344,4245.0
3433,3433,83501,83502,110,94,83,83,Draguignan,Fréjus,VAR,VAR,2181,14209,28494,13539.0,31844.0,31706,2153,18305.0
3434,3434,83502,83306,94,997,83,83,Fréjus,Roquebrune-sur-Argens,VAR,VAR,701,13539,31844,3150.0,5108.0,12199,1166,1958.0
3435,3435,83502,83310,94,272,83,83,Fréjus,Sainte-Maxime,VAR,VAR,193,13539,31844,2315.0,6560.0,21615,1964,4245.0
3436,3436,83502,83501,94,110,83,83,Fréjus,Draguignan,VAR,VAR,459,13539,31844,14209.0,28494.0,29928,2081,14285.0
3635,3635,759,4401,3,176,13,4,Marseille - Aix-en-Provence,Manosque,BOUCHES-DU-RHONE,ALPES-DE-HAUTE-PROVENCE,125,268025,591048,5074.0,11305.0,64942,2715,6231.0
3636,3636,83112,4401,0,176,83,4,Vinon-sur-Verdon,Manosque,VAR,ALPES-DE-HAUTE-PROVENCE,286,1115,1761,5074.0,11305.0,16239,1284,6231.0
3681,3681,83105,6701,7,7,83,6,Adrets-de-l'Estérel,Nice,VAR,ALPES-MARITIMES,320,880,1220,178831.0,379864.0,55955,3948,201033.0
3682,3682,83205,6701,7,7,83,6,Montauroux,Nice,VAR,ALPES-MARITIMES,428,2358,3551,178831.0,379864.0,60824,3215,201033.0
3683,3683,83301,6701,997,7,83,6,Fayence,Nice,VAR,ALPES-MARITIMES,157,2234,3936,178831.0,379864.0,65598,3564,201033.0
3684,3684,83502,6701,94,7,83,6,Fréjus,Nice,VAR,ALPES-MARITIMES,1038,13539,31844,178831.0,379864.0,64684,3177,201033.0
